Sample_ID,Site,SiteType,SpecificType,Standard_Length_Avg,Body_Depth_Avg,Pelvic_Spine_Avg,Pelvic_Girdle_Avg,First_Dorsal_Spine_Avg,Second_Dorsal_Spine_Avg,Mouth_Width_Avg,Lateral_plate_number_Avg,Eye_Diameter_Avg,Caudal_Peduncle_Lenth_Avg,Gill_Raker_Number_Avg,Adj_body_depth,Adj_pelvic_spine,Adj_pelvic_girdle,Adj_first_dorsal_spine,Adj_second_dorsal_spine,Adj_mouth_width,Adj_lateral_plate_number,Adj_eye_diameter,Adj_caudal_peduncle_length
MOU_MFD_21,Canton_Lagoon,Marine,Lagoon,69.48333333,15.84,10.74666667,16.54,7.363333333,7.75,3.686666667,32,4.843333333,2.506666667,17,11.42493698,8.253609717,11.63665563,5.602886101,5.913581129,2.771019772,32,4.135455712,1.814263326
MOU_MFD_22,Canton_Lagoon,Marine,Lagoon,69.23,14.89333333,11.04,15.81333333,7.343333333,8.29,3.636666667,32,4.81,2.69,21,10.53784858,8.58058515,10.97615625,5.606642136,6.47742371,2.733375802,32,4.111674705,2.006940169
MOU_MFD_23,Canton_Lagoon,Marine,Lagoon,46.69666667,10.51,7.833333333,10.35333333,5.296666667,5.26,2.766666667,32,4.163333333,1.793333333,19,11.45384515,8.366295082,11.40156249,5.673012275,5.56815852,2.962412203,32,4.314662285,1.941354218
MOU_MFD_24,Canton_Lagoon,Marine,Lagoon,57.38333333,14.13666667,9.75,14.04,6.613333333,6.616666667,4.006666667,32,4.923333333,2.456666667,19,12.56724974,8.863796161,12.29701431,5.987549356,5.919044743,3.68118281,32,4.67170496,2.210538917
MOU_MFD_25,Canton_Lagoon,Marine,Lagoon,64.80333333,15.42333333,9.283333333,15.40666667,6.85,7.366666667,3.73,32,4.906666667,2.32,19,12.10890037,7.411769981,11.72567591,5.528414259,5.970708103,3.042614511,32,4.375255697,1.80020573
MOU_MFD_26,Canton_Lagoon,Marine,Lagoon,64.64666667,14.58,10.01333333,15.24,6.296666667,6.523333333,3.733333333,32,5.04,2.183333333,15,11.30241149,8.162574962,11.59992848,4.989772157,5.142119522,3.053589073,32,4.51449639,1.669317287
MOU_MFD_27,Canton_Lagoon,Marine,Lagoon,59.20333333,13.19666667,9.99,13.46666667,6.426666667,6.566666667,3.763333333,32,5.116666667,2.606666667,21,11.19922694,8.862104205,11.24832124,5.630214333,5.697754624,3.349081151,32,4.796412374,2.293413167
MOU_MFD_28,Canton_Lagoon,Marine,Lagoon,53.14,12.10666667,8.896666667,11.77333333,5.783333333,5.893333333,3.41,32,5.066666667,2.083333333,19,11.53518568,8.573968066,11.13864973,5.555462944,5.595074636,3.291479654,32,4.975039752,1.993709392
MOU_MFD_29,Canton_Lagoon,Marine,Lagoon,60.13666667,14.42,9.843333333,14.31,6.263333333,6.98,3.836666667,32,4.876666667,2.643333333,19,12.20306139,8.591492944,11.84788035,5.379358764,6.02324687,3.376892267,32,4.521219594,2.295656371
MOU_MFD_30,Canton_Lagoon,Marine,Lagoon,51.37666667,12.93333333,9.783333333,12.64,6.153333333,5.803333333,3.773333333,32,4.71,2.356666667,16,12.77654842,9.694801481,12.46587555,6.090817451,5.671031546,3.740817463,32,4.6848623,2.33207848
MOU_MFD_31,Canton_Lagoon,Marine,Lagoon,64.04333333,15.19333333,11.27,16.45333333,6.486666667,7.633333333,4.12,32,5.14,2.63,21,12.05763516,9.499362959,12.97084443,5.236349031,6.308902511,3.469682603,32,4.637246008,2.138236263
MOU_MFD_32,Canton_Lagoon,Marine,Lagoon,58.33666667,13.19,10.28666667,13.98,6.406666667,7.433333333,3.413333333,32,4.353333333,2.203333333,18,11.39638065,9.273862282,11.98801635,5.691484979,6.645988013,3.041351782,32,4.065758049,1.922044475
MOU_MFD_33,Canton_Lagoon,Marine,Lagoon,59.98666667,13.61,8.91,15.29666667,5.413333333,6.3,3.236666667,32,4.646666667,2.086666667,18,11.428338,7.678079278,12.87372502,4.543424837,5.357364187,2.784208338,32,4.296875577,1.744522047
MOU_MFD_34,Canton_Lagoon,Marine,Lagoon,65.38666667,13.99666667,10.98,16.25666667,7.01,7.736666667,3.606666667,32,4.833333333,2.266666667,17,10.54504691,9.030971277,12.42331701,5.633712861,6.285807423,2.890829792,32,4.279926876,1.725357734
MOU_MFD_35,Canton_Lagoon,Marine,Lagoon,52.58666667,11.30666667,8.24,12.38333333,4.85,5.65,2.936666667,32,4.29,1.813333333,19,10.86531715,7.990782836,11.89317302,4.674017792,5.403818518,2.845134493,32,4.219237375,1.744117587
MOU_MFD_36,Canton_Lagoon,Marine,Lagoon,49.43333333,11.20333333,7.736666667,11.80333333,4.953333333,5.723333333,2.596666667,32,4.19,1.766666667,17,11.50357643,7.906205164,12.13678164,5.073051247,5.773929238,2.658934558,32,4.238138695,1.813753045
MOU_MFD_37,Canton_Lagoon,Marine,Lagoon,49.00333333,10.50333333,7.423333333,10.75,4.553333333,5.766666667,2.646666667,32,3.966666667,1.713333333,16,10.9047027,7.649974875,11.19575858,4.713373991,5.857732216,2.729907294,32,4.031019178,1.776279091
MOU_MFD_38,Canton_Lagoon,Marine,Lagoon,55.57666667,12.48666667,8.913333333,13.02333333,6.126666667,5.98,3.35,32,4.246666667,2.356666667,14,11.34213684,8.267050813,11.75222488,5.670300729,5.452413322,3.11263415,32,4.06316146,2.177172903
MOU_MFD_39,Canton_Lagoon,Marine,Lagoon,60.48666667,13.33333333,10.01333333,15.24666667,5.63,6.663333333,3.526666667,32,4.773333333,2.296666667,17,11.03408265,8.715013719,12.69313168,4.713204593,5.673639795,3.049821435,32,4.404688968,1.936080907
MOU_MFD_40,Canton_Lagoon,Marine,Lagoon,57.56666667,13.68666667,10.16666667,13.39333333,6.24,6.616666667,4.37,32,4.98,2.593333333,17,12.07413389,9.256116571,11.60246341,5.597024155,5.901790244,4.035574278,32,4.721458759,2.340443831
MUC_MFD_01,Muchalat_Lake,Freshwater,Lake,52.03,10.68666667,8.496666667,12.34666667,5.443333333,6.48,2.893333333,9,4.56,2.013333333,13,10.41207821,8.299077694,11.98630496,5.305561074,6.335280796,2.801553682,9,4.455545865,1.956069162
MUC_MFD_02,Muchalat_Lake,Freshwater,Lake,41.19,7.886666667,6.84,9.6,4.253333333,4.93,1.98,7,3.51,1.58,15,9.867031928,8.265035623,12.19897233,5.246963567,5.973732442,2.641925966,7,4.263335881,1.992996146
MUC_MFD_04,Muchalat_Lake,Freshwater,Lake,47.24333333,9.716666667,7.78,10.87333333,4.226666667,5.576666667,2.686666667,11,4.21,1.816666667,14,10.43780808,8.298920535,11.81973782,4.588492803,5.956737305,2.927704134,11,4.484323991,1.967057421
MUC_MFD_05,Muchalat_Lake,Freshwater,Lake,34.11333333,6.953333333,5.526666667,6.793333333,3.733333333,4.106666667,1.626666667,6,3.43,1.333333333,13,10.40579784,8.010998729,11.32424482,5.465575958,5.926254843,2.780633539,6,4.743326104,2.053329065
MUC_MFD_06,Muchalat_Lake,Freshwater,Lake,31.56666667,6.4,5.26,6.693333333,3.216666667,3.8,1.5,6,2.92,1.166666667,14,10.38222608,8.125539069,11.91948812,5.214712338,5.898793913,2.831036703,6,4.434848728,1.99714176
MUC_MFD_07,Muchalat_Lake,Freshwater,Lake,36.73333333,7.336666667,6.106666667,7.543333333,4.116666667,4.68,2.026666667,7,3.333333333,1.393333333,13,10.24411469,8.198814555,11.35898143,5.575452232,6.212342483,2.998464838,7,4.439333806,1.999668361
MUC_MFD_08,Muchalat_Lake,Freshwater,Lake,42.24666667,8.963333333,6.63,10.34,3.67,4.576666667,2.386666667,7,4.01,1.596666667,12,10.72388914,7.896864652,12.65050096,4.553342845,5.504550655,2.975122559,7,4.679719819,1.963822554
MUC_MFD_09,Muchalat_Lake,Freshwater,Lake,51.63333333,10.64666667,8.886666667,12.12666667,6.31,6.333333333,2.936666667,7,4.8,2.176666667,14,10.45459343,8.748454179,11.87459548,6.213629001,6.232102981,2.872467265,7,4.726934861,2.136610668
MUC_MFD_10,Muchalat_Lake,Freshwater,Lake,38.29333333,8.026666667,6.056666667,8.143333333,3.86,4.246666667,2.193333333,7,3.736666667,1.543333333,11,10.60960105,7.915300314,11.53309941,5.155963804,5.607977363,3.056664644,7,4.719221344,2.081992522
MUC_MFD_11,Muchalat_Lake,Freshwater,Lake,48.77,10.20333333,6.44,11.06666667,4.963333333,5.473333333,2.88,8,4.613333333,2.11,16,10.60689516,6.730395915,11.59628918,5.165816805,5.686026709,3.014888275,8,4.766849258,2.194160979
MUC_MFD_12,Muchalat_Lake,Freshwater,Lake,33.78333333,6.643333333,4.503333333,7.74,3.71,4.403333333,1.706666667,6,3.196666667,1.283333333,13,10.16444496,7.037062638,12.36100192,5.47668569,6.25910131,2.883578452,6,4.536106305,2.017645108
MUC_MFD_13,Muchalat_Lake,Freshwater,Lake,39.46,8.016666667,5.96,9.35,3.793333333,4.513333333,1.916666667,6,3.613333333,1.54,13,10.35690923,7.643996928,12.42126457,4.967528726,5.746735642,2.6988796,6,4.503567437,2.028046916
MUC_MFD_14,Muchalat_Lake,Freshwater,Lake,31.51333333,6.303333333,5.333333333,6.576666667,2.84,4.18,1.606666667,5,3.153333333,1.236666667,14,10.2966539,8.206855796,11.81738153,4.843612227,6.284641154,2.941411639,5,4.67240243,2.069455464
MUC_MFD_15,Muchalat_Lake,Freshwater,Lake,42.39,8.13,6.296666667,9.5,3.85,NA,2.453333333,9,3.953333333,1.696666667,16,9.860739388,7.542075951,11.77137077,4.718382726,,3.031823253,9,4.61171091,2.057604475
MUC_MFD_19,Muchalat_Lake,Freshwater,Lake,36.88,7.64,6.133333333,8.076666667,3.763333333,4.153333333,1.98,8,3.663333333,1.463333333,12,10.51693819,8.20352689,11.85227458,5.206810869,5.669595904,2.941600432,8,4.757727791,2.063305675
MUC_MFD_20,Muchalat_Lake,Freshwater,Lake,34.43,6.74,6.026666667,7.846666667,4.09,4.65,1.953333333,9,3.296666667,1.246666667,15,10.12659101,8.463597333,12.29112775,5.789191199,6.434870185,3.085282359,9,4.58493433,1.952924782
MUC_MFD_21,Muchalat_Lake,Freshwater,Lake,34.91666667,7.076666667,5.583333333,7.523333333,NA,3.97,1.853333333,8,3.17,1.36,12,10.36202052,7.947415539,11.83493378,,5.701514115,2.951444407,8,4.419756795,2.045145567
MUC_MFD_22,Muchalat_Lake,Freshwater,Lake,40.02666667,8.473333333,6.49,8.866666667,4.49,5.28,2.223333333,7,3.75,1.68,13,10.69569701,8.089173379,11.7832305,5.605050735,6.451275377,2.966145911,7,4.595392682,2.143463812
MUC_MFD_23,Muchalat_Lake,Freshwater,Lake,36.66,7.196666667,5.206666667,7.89,2.8,4.053333333,1.713333333,7,3.446666667,1.386666667,13,10.1193696,7.30979172,11.72566819,4.266439579,5.593715772,2.690230374,7,4.558470147,1.996183038
MUC_MFD_24,Muchalat_Lake,Freshwater,Lake,36.72333333,7.51,5.35,7.936666667,3.48,4.113333333,1.82,6,3.5,1.43,14,10.41952823,7.443644774,11.75504478,4.939829294,5.646772174,2.792493472,6,4.606791792,2.036768847
MUC_MFD_25,Muchalat_Lake,Freshwater,Lake,42.23,8.46,6.023333333,9.323333333,4.02,4.676666667,2.37,8,3.776666667,1.513333333,14,10.22402284,7.292692795,11.63838431,4.905082394,5.606377918,2.959614726,8,4.447705351,1.881212253
MUC_MFD_26,Muchalat_Lake,Freshwater,Lake,34.8,7.216666667,5.453333333,7.693333333,3.94,4.326666667,1.66,7,3.39,1.36,15,10.5262897,7.834879211,12.03678393,5.600573217,6.070971621,2.766222912,7,4.648988852,2.050206794
MUC_MFD_28,Muchalat_Lake,Freshwater,Lake,35.70333333,7.503333333,6.013333333,7.973333333,4.026666667,4.213333333,1.966666667,6,3.513333333,1.466666667,15,10.62504356,8.259660495,12.07017277,5.592956344,5.85860065,3.010080778,6,4.700839684,2.117685101
MUC_MFD_29,Muchalat_Lake,Freshwater,Lake,36.20666667,7.67,6.223333333,8.006666667,3.896666667,4.67,1.973333333,6,3.463333333,1.43,14,10.68700604,8.394317224,11.96609545,5.410421971,6.260083983,2.981750658,6,4.61100995,2.059182854
MUC_MFD_30,Muchalat_Lake,Freshwater,Lake,36.31333333,8.403333333,6.203333333,8.106666667,3.403333333,4.373333333,1.966666667,6,3.34,1.596666667,14,11.39815041,8.35835044,12.03697531,4.905955526,5.951722836,2.967667455,6,4.47923588,2.221222113
MUC_MFD_31,Muchalat_Lake,Freshwater,Lake,37.23666667,7.766666667,6.093333333,7.673333333,4.293333333,4.45,1.92,7,3.733333333,1.536666667,14,10.5694105,8.11013795,11.35157078,5.699584526,5.92715915,2.856801385,7,4.799504072,2.121166114
MUC_MFD_32,Muchalat_Lake,Freshwater,Lake,39.32666667,8.053333333,6.463333333,8.62,4.593333333,4.93,2.086666667,7,3.8,1.55,12,10.4213121,8.167288743,11.72766474,5.781445115,6.17802041,2.878150271,7,4.700785026,2.043831176
SAY_MFD_01,Sayward_Estuary_1st,Marine,Estuary,43.69666667,9.63,6.77,10.21333333,3.403333333,4.153333333,2.626666667,32,3.666666667,1.516666667,14,11.31978121,7.570159639,11.67586831,3.834939139,4.636687266,3.064540555,32,4.088682841,1.804830785
SAY_MFD_03,Sayward_Estuary_1st,Marine,Estuary,51.28,10.32666667,7.633333333,10.41666667,4.73,5.656666667,2.706666667,32,3.903333333,1.77,12,10.18933179,7.568301347,10.29780095,4.694921771,5.617382673,2.671079008,32,3.86903449,1.746579817
SAY_MFD_04,Sayward_Estuary_1st,Marine,Estuary,48.72666667,10.72666667,7.43,11.42,5.02,5.783333333,2.7,32,3.633333333,1.726666667,16,11.2045278,7.656280886,11.83359711,5.142055824,5.920023252,2.823828404,32,3.75267726,1.808157946
SAY_MFD_05,Sayward_Estuary_1st,Marine,Estuary,46.92333333,10.63,7.89,10.65666667,4.453333333,4.893333333,3.353333333,32,4.02,1.936666667,14,11.54235336,8.322025357,11.44632434,4.686367647,5.1543077,3.589751934,32,4.247856642,2.092253377
SAY_MFD_06,Sayward_Estuary_1st,Marine,Estuary,51.81333333,11.46666667,7.57,10.99333333,4.23,5.123333333,2.973333333,32,4.416666667,1.936666667,15,11.20083132,7.444119373,10.76324822,4.162100037,5.047292386,2.90444728,32,4.350275339,1.891332863
SAY_MFD_07,Sayward_Estuary_1st,Marine,Estuary,48.89666667,10.63333333,7.423333333,10.36666667,4.383333333,5.063333333,2.943333333,32,4.186666667,2.13,15,11.07023494,7.630218715,10.74481259,4.494927229,5.188306973,3.056547874,32,4.295781115,2.204506312
SAY_MFD_08,Sayward_Estuary_1st,Marine,Estuary,47.41666667,15,7.756666667,10.39666667,4.656666667,4.716666667,3.263333333,32,3.87,2.093333333,16,NA,8.13240703,11.0834464,4.859340876,4.943640852,3.468950919,32,4.068171093,2.228649944
SAY_MFD_09,Sayward_Estuary_1st,Marine,Estuary,46.23333333,9.966666667,6.586666667,9.633333333,4.47,4.656666667,3.07,32,3.996666667,2,14,11.04526751,7.097414954,10.56688109,4.745497433,4.965195343,3.349498399,32,4.266042961,2.183937458
SAY_MFD_11,Sayward_Estuary_1st,Marine,Estuary,42.06333333,10.13333333,6.73,10.03,3.75,4.14,2.633333333,32,3.793333333,1.51,13,12.21664724,7.716508605,11.83314436,4.282122368,4.735922103,3.173183555,32,4.313632742,1.865274583
SAY_MFD_12,Sayward_Estuary_1st,Marine,Estuary,43.62333333,9.77,6.683333333,9.836666667,4.036666667,4.42,2.49,32,3.72,1.623333333,14,11.47745003,7.491859661,11.31449431,4.472785462,4.908408015,2.932452418,32,4.146428891,1.914510574
SAY_MFD_13,Sayward_Estuary_1st,Marine,Estuary,55.35333333,12.59,7.836666667,11.87666667,4.82,5.143333333,3.743333333,32,4.46,2.236666667,15,11.47124276,7.30690318,10.90836286,4.534245776,4.82331811,3.453429186,32,4.180594805,2.045881203
SAY_MFD_14,Sayward_Estuary_1st,Marine,Estuary,42.67333333,10.39333333,6.1,9.373333333,3.66,3.96,2.47,32,3.523333333,1.71,15,12.32967483,7.016912971,11.04927051,4.154582509,4.513881338,2.971765183,32,4.006926962,2.040210879
SAY_MFD_15,Sayward_Estuary_1st,Marine,Estuary,44.2,9.886666667,6.836666667,9.696666667,4.14,5,2.64,32,3.87,1.646666667,13,11.45517556,7.579400401,11.05423834,4.540630294,5.448664559,3.046448528,32,4.261728892,1.914149805
SAY_MFD_16,Sayward_Estuary_1st,Marine,Estuary,44.12333333,8.826666667,6.71,10,4.083333333,4.52,2.47,32,3.893333333,1.546666667,18,10.41364751,7.461480726,11.37355947,4.488681752,4.973948371,2.881235173,32,4.28967552,1.817299889
SAY_MFD_17,Sayward_Estuary_1st,Marine,Estuary,40.30333333,8.933333333,7.546666667,9.28,4.963333333,5.096666667,2.39,32,3.483333333,1.596666667,15,11.44069881,8.73397579,11.45016835,5.603767424,5.813886715,3.039734924,32,4.109537942,2.0242562
SAY_MFD_18,Sayward_Estuary_1st,Marine,Estuary,42.04333333,9.213333333,6.393333333,9.693333333,4.19,5.08,2.493333333,32,3.63,1.47,16,11.30146601,7.382123762,11.50064842,4.723353183,5.677300489,3.034432244,32,4.151502877,1.826096344
SAY_MFD_19,Sayward_Estuary_1st,Marine,Estuary,33.57666667,6.84,5.203333333,6.936666667,3.306666667,4.143333333,1.996666667,32,2.986666667,1.293333333,17,10.96807768,7.158095949,10.50958957,4.361064881,5.324150452,3.066377591,32,4.017637739,1.997308413
SAY_MFD_20,Sayward_Estuary_1st,Marine,Estuary,46.70333333,10.12666667,7.633333333,10.15333333,4.89,5.436666667,2.69,32,3.796666667,1.863333333,19,11.09202647,8.090458755,10.988869,5.136573279,5.712803278,2.940154189,32,4.037761459,2.027959412
SAY_MFD_21,Sayward_Estuary_1st,Marine,Estuary,46.37666667,11.31333333,6.88,10.08666667,4.33,4.61,3.55,32,4.473333333,1.86,12,12.35739967,7.374395214,10.99032421,4.596676591,4.908650244,3.820549455,32,4.734084771,2.038048172
SAY_MFD_22,Sayward_Estuary_1st,Marine,Estuary,38.62333333,8.42,6.183333333,7.993333333,4.3,3.906666667,2.533333333,32,3.556666667,1.603333333,16,11.33214196,7.562315677,10.51384276,5.043822554,4.739671118,3.287958199,32,4.283962602,2.099950773
SAY_MFD_23,Sayward_Estuary_1st,Marine,Estuary,40.79666667,9.073333333,6.693333333,8.356666667,4.446666667,5.08,2.48,32,3.416666667,1.643333333,15,11.46183587,7.824357461,10.42395708,5.056740653,5.763219866,3.098933908,32,4.013185727,2.050652766
SAY_MFD_24,Sayward_Estuary_1st,Marine,Estuary,36.55666667,8.11,5.786666667,8.18,4.043333333,4.073333333,2.406666667,32,3.34,1.436666667,14,11.52008129,7.401437497,11.13148456,4.914340107,5.048770976,3.290322812,32,4.191654313,2.018199389
SAY_MFD_25,Sayward_Estuary_1st,Marine,Estuary,39.8,9.273333333,6.48,7.87,4.253333333,4.453333333,2.93,32,3.72,1.606666667,18,11.90197113,7.724735028,10.14513164,4.924742935,5.205242755,3.611160283,32,4.376491891,2.05493718
SAY_MFD_26,Sayward_Estuary_1st,Marine,Estuary,43.11,9.79,7.653333333,10.25333333,4.62,5.406666667,2.56,32,3.576666667,1.723333333,11,11.62113174,8.520426478,11.83820964,5.087709714,5.930453249,3.034502122,32,4.033984574,2.035602435
SAY_MFD_27,Sayward_Estuary_1st,Marine,Estuary,51.23333333,11.56,8.183333333,11.28666667,5.223333333,5.81,3.12,32,4.163333333,2.19,17,11.43390891,8.123625604,11.17753264,5.191127006,5.77393224,3.087325951,32,4.131842583,2.168497259
SAY_MFD_28,Sayward_Estuary_1st,Marine,Estuary,48.98666667,11.25333333,6.846666667,10.5,3.976666667,4.246666667,3.233333333,32,4.35,1.936666667,16,11.66855048,7.04328384,10.85937765,4.082721896,4.365437572,3.34092877,32,4.453698841,2.007475055
SAY_MFD_29,Sayward_Estuary_1st,Marine,Estuary,45.02666667,10.28666667,6.773333333,9.626666667,4.223333333,4.016666667,3.05,32,3.93,1.736666667,19,11.65599983,7.421751671,10.81184829,4.573089939,4.408357949,3.404836017,32,4.27198554,1.970183692
SAY_MFD_30,Sayward_Estuary_1st,Marine,Estuary,51.74,11.94,7.42,10.68,4.956666667,5.063333333,3.656666667,32,4.426666667,2.126666667,14,11.69183346,7.302486061,10.46520755,4.893279693,4.992346467,3.592359143,32,4.364688056,2.084345986
SAY_MFD_31,Sayward_Estuary_1st,Marine,Estuary,44.07,10.15,5.78,9.866666667,3.94,4.47,2.6,32,3.573333333,1.633333333,17,11.74983088,6.53756559,11.25134807,4.348630592,4.927624066,3.014565012,32,3.972884768,1.906157917
SAY_MFD_32,Sayward_Estuary_1st,Marine,Estuary,44.79333333,9.336666667,7.253333333,9.436666667,4.813333333,5.156666667,2.523333333,32,3.603333333,1.783333333,16,10.76221879,7.928372953,10.67050677,5.177449448,5.564439116,2.892737398,32,3.959359336,2.026437568
SAY_MFD_33,Sayward_Estuary_1st,Marine,Estuary,40.97666667,9.26,6.663333333,9.183333333,3.923333333,4.54,2.486666667,32,3.713333333,1.66,14,11.60513363,7.773821045,11.2130872,4.522329984,5.210814394,3.094362367,32,4.299021179,2.059923586
SAY_MFD_34,Sayward_Estuary_1st,Marine,Estuary,44.32333333,10.02333333,6.513333333,9.15,3.91,4.83,2.763333333,32,3.663333333,1.813333333,17,11.56212649,7.241995818,10.48185219,4.303040268,5.270164514,3.162081608,32,4.047640838,2.075748947
SAY_MFD_35,Sayward_Estuary_1st,Marine,Estuary,42.17666667,9.03,7.38,9.296666667,4.316666667,5.126666667,2.693333333,32,3.726666667,1.76,15,11.08600756,8.353578268,11.0761769,4.841814416,5.714777917,3.226107645,32,4.240146422,2.110617939
SAY_MFD_36,Sayward_Estuary_1st,Marine,Estuary,47.34,10.21666667,7.83,10.35666667,5.29,5.253333333,2.866666667,30,3.886666667,1.923333333,17,11.02862903,8.214487355,11.05943419,5.497392334,5.485591331,3.077070897,30,4.089451055,2.061800027
SAY_MFD_37,Sayward_Estuary_1st,Marine,Estuary,42.21333333,10.22666667,6.186666667,8.513333333,3.733333333,3.9,3.016666667,32,4.01,1.846666667,17,12.27383983,7.156061591,10.28519724,4.256224588,4.48558421,3.547151715,32,4.521273398,2.195778044
SAY_MFD_38,Sayward_Estuary_1st,Marine,Estuary,45.67,11.63666667,7.626666667,11.33666667,4.603333333,5.433333333,2.97,32,3.92,1.863333333,14,12.85099614,8.201686332,12.3876899,4.913498722,5.78068654,3.284669828,32,4.223273981,2.070417053
SAY_MFD_39,Sayward_Estuary_1st,Marine,Estuary,48.19333333,10.88333333,7.46,10.48,4.9,5.3,2.78,32,3.82,1.866666667,18,11.48969494,7.747129529,11.0048165,5.054877559,5.473446873,2.937126799,32,3.971436413,1.970071567
SAY_MFD_40,Sayward_Estuary_1st,Marine,Estuary,45.15,10.18,7.146666667,10.3,4.483333333,4.81,3.216666667,32,4.05,1.893333333,14,11.51961743,7.781013757,11.45946214,4.825499913,5.193191236,3.56380243,32,4.384564153,2.121782834
SOO_MFD_01,Sooke_River,Marine,River,50.75666667,12.14,8.396666667,11.95666667,5.866666667,5.896666667,3.62,32,4.876666667,2.133333333,18,12.13284517,8.392680954,11.94470948,5.863550493,5.893408913,3.62038171,32,4.876511997,2.132884242
SOO_MFD_02,Sooke_River,Marine,River,51.91666667,11.15333333,8.556666667,11.60333333,5.776666667,6.393333333,3.216666667,32,4.42,2.136666667,17,10.96832977,8.45360753,11.2941546,5.696091315,6.309097118,3.226536584,32,4.416000684,2.125054464
SOO_MFD_03,Sooke_River,Marine,River,55.43,13.09,8.536666667,12.96333333,6.22,5.46,3.92,32,4.826666667,2.296666667,17,12.36633967,8.13354032,11.75394913,5.904821277,5.130501436,3.958607188,32,4.811022936,2.25124435
SOO_MFD_04,Sooke_River,Marine,River,55.06666667,12.29666667,9.086666667,13.79666667,6.133333333,6.613333333,3.103333333,32,4.47,2.14,12,11.62871183,8.714571938,12.68037772,5.842416248,6.309198712,3.13896864,32,4.455560482,2.098074175
SOO_MFD_05,Sooke_River,Marine,River,54.82333333,12.14333333,8.906666667,12.06666667,5.74,6.076666667,3.893333333,32,4.56,2.313333333,16,11.51268584,8.555354582,11.01272592,5.465331536,5.789518908,3.926978298,32,4.546366974,2.273749195
SOO_MFD_06,Sooke_River,Marine,River,48.64333333,11.41666667,8.156666667,11.21666667,5.08,5.58,3.36,32,4.58,2.013333333,14,11.7335236,8.333176791,11.7461993,5.218001984,5.72427197,3.343095723,32,4.586849656,2.033221636
SOO_MFD_07,Sooke_River,Marine,River,48.14666667,11.59333333,8.053333333,11.19,4.75,5.173333333,3.423333333,32,4.543333333,2.183333333,14,11.98633813,8.272262825,11.84679128,4.921166976,5.352277115,3.402366576,32,4.551829116,2.208001244
SOO_MFD_08,Sooke_River,Marine,River,57.65666667,12.27333333,8.196666667,14.24333333,5.086666667,5.773333333,3.08,32,4.456666667,1.973333333,14,11.20828522,7.603364896,12.46342043,4.622801935,5.288393356,3.136820184,32,4.433642983,1.906482974
SOO_MFD_09,Sooke_River,Marine,River,48.21666667,11.38,8.31,11.53,5.29,6.07,3.463333333,32,4.386666667,1.97,15,11.76227255,8.522950923,12.16885549,5.456492715,6.244057151,3.44293914,32,4.394930446,1.993994275
SOO_MFD_10,Sooke_River,Marine,River,55.69,13.32333333,9.42,13.24,5.933333333,6.15,3.623333333,32,4.55,2.323333333,13,12.55981035,8.994667541,11.96399718,5.60079307,5.802351092,3.664067188,32,4.533494538,2.275408939
SOO_MFD_11,Sooke_River,Marine,River,60.88666667,13.20333333,9.116666667,14.12333333,5.703333333,6.546666667,3.353333333,32,4.556666667,2.21,21,11.64306851,8.247496654,11.51581217,5.023784856,5.836243563,3.436573267,32,4.522937633,2.112066149
SOO_MFD_12,Sooke_River,Marine,River,54.05,11.98,8.23,11.4,5.836666667,5.98,3.233333333,32,4.56,2.076666667,17,11.46791833,7.944736865,10.54420694,5.613637655,5.746837881,3.260652826,32,4.548930071,2.044524604
SOO_MFD_13,Sooke_River,Marine,River,51.32666667,11.40333333,7.903333333,10.93333333,5.063333333,5.496666667,3.413333333,32,4.586666667,2.1,19,11.30878731,7.850664989,10.77532763,5.022155322,5.453617772,3.418377351,32,4.584622818,2.094065587
SOO_MFD_14,Sooke_River,Marine,River,51.18,11.85333333,8.266666667,12.56666667,5.38,5.366666667,3.65,32,4.52,2.113333333,18,11.78127393,8.226524849,12.4462407,5.348615678,5.333856429,3.65384436,32,4.518442256,2.108810348
SOO_MFD_15,Sooke_River,Marine,River,51.92666667,11.18666667,8.893333333,11.25666667,5.576666667,6.256666667,3.19,32,4.46,2.093333333,21,11.00012993,8.789420115,10.94492569,5.495423564,6.171732362,3.199951712,32,4.455967541,2.081624897
SOO_MFD_16,Sooke_River,Marine,River,55.27,11.82333333,9.723333333,13.52666667,6.103333333,6.563333333,3.213333333,32,4.393333333,1.986666667,15,11.12420386,9.333872286,12.35827855,5.798838634,6.245004212,3.250631803,32,4.378219898,1.94278409
SOO_MFD_18,Sooke_River,Marine,River,51.70666667,11.85666667,8.25,11.93,5.23,5.683333333,3.536666667,32,4.47,2.316666667,17,11.70385986,8.164876569,11.67462862,5.16344743,5.613757012,3.544818891,32,4.466696698,2.307075373
SOO_MFD_20,Sooke_River,Marine,River,55.10666667,12.04,9.186666667,13.58333333,5.513333333,5.77,2.99,32,4.356666667,2.033333333,17,11.36591245,8.811155613,12.45679536,5.219745242,5.463073018,3.025962487,32,4.342094575,1.991022573
SOO_MFD_21,Sooke_River,Marine,River,54.38333333,11.75,8.743333333,11.90666667,5.756666667,6.21,3.5,32,4.663333333,1.966666667,18,11.18681237,8.429600823,10.96546513,5.511379271,5.953568208,3.53004599,32,4.651158621,1.931316813
