Sample_ID,Site,SiteType,SpecificType,Standard_Length_Avg,Body_Depth_Avg,Pelvic_Spine_Avg,Pelvic_Girdle_Avg,First_Dorsal_Spine_Avg,Second_Dorsal_Spine_Avg,Mouth_Width_Avg,Lateral_plate_number_Avg,Eye_Diameter_Avg,Caudal_Peduncle_Lenth_Avg,Gill_Raker_Number_Avg,Adj_body_depth,Adj_pelvic_spine,Adj_pelvic_girdle,Adj_first_dorsal_spine,Adj_second_dorsal_spine,Adj_mouth_width,Adj_lateral_plate_number,Adj_eye_diameter,Adj_caudal_peduncle_length
BAM_28,Bamfield_Inlet,Marine,Inlet,53.82666667,11.96,10.48333333,13.44666667,7.596666667,7.29,3.39,32,4.316666667,2.346666667,19,11.438003,9.952101644,12.82154663,7.246115531,6.902518304,3.325131177,32,4.261877156,2.248690575
BAM_29,Bamfield_Inlet,Marine,Inlet,51.91,11.77666667,9.616666667,12.46333333,6.166666667,6.21,3.236666667,32,4.516666667,2.216666667,20,11.57568387,9.412128264,12.2226454,6.031695107,6.060809187,3.211690436,32,4.495571241,2.178943252
BAM_30,Bamfield_Inlet,Marine,Inlet,53.40333333,12.13,9.05,12.62666667,5.833333333,6.133333333,3.57,32,4.33,2.416666667,22,11.67890526,8.590924919,12.08645598,5.530397164,5.798482841,3.513942236,32,4.282652487,2.331998557
BAM_31,Bamfield_Inlet,Marine,Inlet,55.44,11.40666667,10.37,14.03,7.61,7.63,2.94,32,4.416666667,1.966666667,22,10.61445945,9.563777796,13.08128841,7.077987099,7.041939544,2.841552021,32,4.333515528,1.817973539
BAM_32,Bamfield_Inlet,Marine,Inlet,54.43666667,12.19666667,9.036666667,12.71666667,6.273333333,6.423333333,3.553333333,32,4.613333333,2.26,22,11.57250341,8.401461293,11.96919693,5.854171653,5.960012973,3.475768259,32,4.547820314,2.142847838
BAM_33,Bamfield_Inlet,Marine,Inlet,50.57333333,11.80333333,9.996666667,12.23333333,6.546666667,6.643333333,3.403333333,32,4.656666667,2.3,17,11.82622304,10.01996132,12.26074501,6.562038428,6.660324509,3.406177848,32,4.659069202,2.304296278
BAM_34,Bamfield_Inlet,Marine,Inlet,53.06333333,11.57333333,9.59,12.84333333,6.85,6.95,3.23,32,4.206666667,2.16,23,11.17918372,9.188877466,12.37131756,6.585305774,6.657420239,3.181018835,32,4.165296192,2.086020191
BAM_35,Bamfield_Inlet,Marine,Inlet,55.01333333,12.38,9.013333333,13.11666667,5.816666667,5.896666667,3.713333333,32,4.696666667,2.273333333,20,11.65925334,8.279835895,12.25353301,5.332643655,5.361651834,3.623765792,32,4.621016124,2.138052975
BAM_36,Bamfield_Inlet,Marine,Inlet,48.62666667,11.15333333,8.53,11.86666667,5.76,5.953333333,3.323333333,32,4.356666667,2.066666667,18,11.50226181,8.885101393,12.28452766,5.994325625,6.212345161,3.366694846,32,4.393290671,2.132158707
BAM_37,Bamfield_Inlet,Marine,Inlet,51.58666667,11.05,9.456666667,13.34333333,6.263333333,6.533333333,2.91,32,4.243333333,1.966666667,17,10.9031709,9.30724,13.16749743,6.164729109,6.424341155,2.891753475,32,4.227921952,1.939107616
CMX_MFD_01,Comox_Lake,Freshwater,Lake,40.5,7.83,3.49,5.9,2.17,2.823333333,2.34,5,4.183333333,1.616666667,18,10.23316706,4.514578511,6.906066484,2.954447694,3.479816329,2.987750034,5,5.290482775,2.129743064
CMX_MFD_02,Comox_Lake,Freshwater,Lake,43.23333333,8.776666667,4.456666667,7.49,3.103333333,4.013333333,2.44,6,4.196666667,1.586666667,19,10.53647852,5.206953837,8.226731023,3.677775442,4.494068351,2.91433997,6,5.007419589,1.962386666
CMX_MFD_03,Comox_Lake,Freshwater,Lake,42.64666667,8.836666667,4.56,7.646666667,3.176666667,3.583333333,2.65,8,4.096666667,1.64,19,10.73456452,5.369159457,8.441206276,3.796183145,4.101789868,3.16155969,8,4.971036402,2.045201372
CMX_MFD_04,Comox_Lake,Freshwater,Lake,44.76,8.44,4.7,7.316666667,3.016666667,3.653333333,2.39,5,4.143333333,1.54,13,9.840474437,5.29708542,7.902963981,3.473812973,4.035906676,2.767484104,5,4.788537954,1.839001426
CMX_MFD_05,Comox_Lake,Freshwater,Lake,44.75333333,8.346666667,3.876666667,7.166666667,2.77,3.216666667,2.486666667,6,4.366666667,1.606666667,19,9.748710263,4.474421091,7.753620897,3.227658515,3.599668663,2.864573723,6,5.012594206,1.906003109
CMX_MFD_06,Comox_Lake,Freshwater,Lake,40.48333333,7.71,3.733333333,6.47,2.396666667,2.96,2.246666667,5,3.596666667,1.38,18,10.11708996,4.759584352,7.477708773,3.182394883,3.61755463,2.89547408,5,4.705623405,1.893913936
CMX_MFD_07,Comox_Lake,Freshwater,Lake,42.15333333,8.003333333,4.853333333,6.776666667,3.423333333,4.026666667,2.41,5,3.943333333,1.486666667,19,10.01734895,5.711999033,7.619818043,4.080753258,4.576843569,2.952858093,5,4.871199026,1.916659194
CMX_MFD_08,Comox_Lake,Freshwater,Lake,43.26333333,7.876666667,4.666666667,7.286666667,3.393333333,3.406666667,2.526666667,5,3.93,1.523333333,21,9.629417307,5.413943322,8.020441569,3.965470502,3.885472744,2.999103355,5,4.737499789,1.897545762
CMX_MFD_09,Comox_Lake,Freshwater,Lake,41.62333333,8.403333333,4.543333333,7.46,2.91,3.326666667,2.53,5,4.066666667,1.443333333,18,10.5420971,5.455184793,8.355376179,3.608140521,3.910921531,3.106482727,5,5.052004368,1.899959601
CMX_MFD_11,Comox_Lake,Freshwater,Lake,42.44666667,7.316666667,4.7,7.003333333,3.02,3.563333333,2.376666667,7,4.126666667,1.603333333,20,9.261639287,5.529229555,7.817580415,3.65488274,4.094649476,2.900914899,7,5.022723952,2.018585173
CMX_MFD_12,Comox_Lake,Freshwater,Lake,42.69333333,8.166666667,4.49,7.693333333,3.153333333,3.646666667,2.533333333,6,3.873333333,1.646666667,18,10.0535804,5.294476435,8.483274532,3.76926435,4.162122627,3.041932364,6,4.74264264,2.04952293
CMX_MFD_13,Comox_Lake,Freshwater,Lake,40.20666667,7.406666667,5.173333333,6.966666667,3.623333333,4.103333333,2.24,5,3.643333333,1.43,14,9.878876722,6.227347987,8.001637444,4.430318212,4.778677088,2.906359894,5,4.782291181,1.957817083
CMX_MFD_14,Comox_Lake,Freshwater,Lake,43.06,7.84,3.786666667,7.656666667,3.003333333,3.483333333,2.286666667,5,3.823333333,1.563333333,12,9.64060999,4.554347921,8.410477499,3.591092869,3.975213345,2.772003372,5,4.652882131,1.947763738
CMX_MFD_15,Comox_Lake,Freshwater,Lake,40.93666667,7.603333333,2.853333333,6.866666667,2.38,2.62,2.01,5,3.686666667,1.51,12,9.903720474,3.834092129,7.829705168,3.130898021,3.248406185,2.630046718,5,4.746464957,2.001132874
CMX_MFD_16,Comox_Lake,Freshwater,Lake,42.78666667,7.763333333,4.58,8.053333333,3.3,3.59,2.306666667,5,3.92,1.55,14,9.628278842,5.375110388,8.834077711,3.908760094,4.099454809,2.809344378,5,4.77918845,1.948166044
CMX_MFD_17,Comox_Lake,Freshwater,Lake,38.9,6.963333333,4.066666667,7.04,2.783333333,3.143333333,1.73,5,3.426666667,1.426666667,16,9.743098559,5.251805963,8.203726266,3.690711126,3.902693194,2.479258364,5,4.707316511,2.020146808
CMX_MFD_18,Comox_Lake,Freshwater,Lake,41.02666667,7.42,4.163333333,7.01,3.15,3.17,2.17,7,3.67,1.56,17,9.699203494,5.135060585,7.964170138,3.893983203,3.792619361,2.784336875,7,4.720038892,2.046610164
CMX_MFD_19,Comox_Lake,Freshwater,Lake,39.99333333,7.586666667,3.383333333,6.676666667,2.703333333,3.553333333,2.246666667,6,3.586666667,1.396666667,17,10.10908981,4.458756093,7.732658749,3.526708892,4.242394003,2.926561006,6,4.748757903,1.93520425
CMX_MFD_20,Comox_Lake,Freshwater,Lake,36.42333333,6.78,3.566666667,5.48,2.21,2.893333333,2.046666667,5,3.413333333,1.26,16,10.14270781,5.000340679,6.88777047,3.307663342,3.811938009,2.953051468,5,4.962547342,1.977938438
CMX_MFD_23,Comox_Lake,Freshwater,Lake,46.19333333,9.01,4.626666667,6.766666667,3.953333333,4.283333333,2.546666667,7,4.2,1.816666667,20,10.07310525,5.079916384,7.211727093,4.300354758,4.573746151,2.833216225,7,4.689777177,2.043639738
CMX_MFD_25,Comox_Lake,Freshwater,Lake,46.05,8.833333333,4.686666667,7.316666667,3.356666667,3.583333333,2.77,6,4.69,1.856666667,18,9.930175497,5.154299954,7.775850782,3.71470058,3.882962203,3.065643013,6,5.195319921,2.090842574
CMX_MFD_26,Comox_Lake,Freshwater,Lake,41.78333333,7.43,4.123333333,6.84,2.83,3.11,2.373333333,6,3.973333333,1.58,15,9.531103945,5.019128714,7.7196102,3.515847511,3.683967177,2.939665227,6,4.941320994,2.028585893
CMX_MFD_28,Comox_Lake,Freshwater,Lake,45.33,9.146666667,4.86,6.933333333,3.41,3.406666667,2.753333333,7,4.483333333,1.773333333,18,10.41297801,5.39988564,7.46346435,3.823352458,3.752590126,3.094655094,7,5.066728435,2.043690925
CMX_MFD_29,Comox_Lake,Freshwater,Lake,43.09666667,8.366666667,3.906666667,6.926666667,3.016666667,NA,2.683333333,6,4.083333333,1.71,20,10.15864628,4.670668403,7.676864462,3.601609054,,3.166343805,6,4.90890608,2.092587819
CMX_MFD_31,Comox_Lake,Freshwater,Lake,44.06666667,8.813333333,4.32,6.903333333,3.04,3.4,2.646666667,7,4.343333333,1.833333333,17,10.37700031,4.98666176,7.557949886,3.550416015,3.827153317,3.068137714,7,5.063721461,2.167176382
CMX_MFD_33,Comox_Lake,Freshwater,Lake,43.01333333,8.433333333,4.053333333,6.893333333,2.746666667,2.793333333,2.623333333,5,4.233333333,1.703333333,20,10.24492744,4.825697611,7.651742576,3.338011664,3.28821392,3.111630698,5,5.06794256,2.090108847
CMX_MFD_35,Comox_Lake,Freshwater,Lake,50.46333333,9.793333333,4.836666667,7.786666667,3.216666667,3.836666667,2.59,6,4.65,1.876666667,20,9.851392218,4.861419788,7.81097255,3.235618391,3.852526851,2.605649201,6,4.676747979,1.889062244
CMX_MFD_36,Comox_Lake,Freshwater,Lake,45.12333333,8.943333333,4.713333333,6.693333333,2.87,3.486666667,2.683333333,6,4.363333333,1.866666667,18,10.2582886,5.273958075,7.243828739,3.299230929,3.845878388,3.037766587,6,4.969138904,2.147409743
CMX_MFD_37,Comox_Lake,Freshwater,Lake,40.88333333,7.713333333,4.446666667,7.926666667,3.323333333,3.853333333,2.38,5,3.88,1.453333333,19,10.02627375,5.43277749,8.894960495,4.078329024,4.485168747,3.00343033,5,4.945581637,1.947146333
CMX_MFD_38,Comox_Lake,Freshwater,Lake,42.91333333,8.583333333,4.186666667,6.93,2.806666667,3.01,2.35,6,3.913333333,1.573333333,21,10.41846482,4.969065994,7.698262979,3.405694795,3.511310391,2.844641636,6,4.758786335,1.965134081
CMX_MFD_39,Comox_Lake,Freshwater,Lake,43.87,8.13,4.373333333,7.333333333,2.983333333,3.443333333,2.386666667,6,4.033333333,1.516666667,15,9.739957167,5.05973069,8.007328901,3.508859506,3.883131932,2.82061478,6,4.775047553,1.860392676
CRY_MFD_01,Courtenay_River_Estuary,Marine,Estuary,69.65,16.17333333,10.26333333,15.69,6.963333333,7.363333333,3.82,32,4.633333333,2.656666667,15,11.8019997,7.345594739,10.26008781,4.320294787,4.690881176,3.493536237,32,4.450386416,2.226275961
CRY_MFD_02,Courtenay_River_Estuary,Marine,Estuary,57.93333333,12.74333333,8.796666667,12.51333333,5.82,6.31,3.716666667,32,4.396666667,2.22,13,11.076195,7.683900119,10.44247453,4.811998499,5.290780742,3.592159984,32,4.326894409,2.055857681
CRY_MFD_03,Courtenay_River_Estuary,Marine,Estuary,65.05,15.05,10.09666667,13.91333333,6.683333333,6.463333333,4.22,32,4.713333333,2.373333333,13,11.74034191,7.887565751,9.802196009,4.682215448,4.439945586,3.972825218,32,4.574819141,2.047472577
CRY_MFD_04,Courtenay_River_Estuary,Marine,Estuary,62.72666667,14.69,9.643333333,13.67333333,6.35,6.846666667,3.723333333,32,4.593333333,2.473333333,16,11.91656499,7.792145789,10.22827288,4.673098564,5.15110348,3.516205233,32,4.477260887,2.200267776
CRY_MFD_05,Courtenay_River_Estuary,Marine,Estuary,56.66,12.63333333,8.613333333,11.98666667,5.8,5.503333333,3.686666667,32,4.526666667,2.436666667,16,11.2600791,7.696725909,10.28086004,4.96968958,4.663782629,3.584108093,32,4.469193903,2.30145945
CRY_MFD_06,Courtenay_River_Estuary,Marine,Estuary,65.28333333,13.63,9.27,15.41,5.586666667,5.586666667,3.436666667,32,4.403333333,2.29,16,10.2664888,7.024953693,11.2319683,3.552987589,3.530355363,3.185469981,32,4.262565308,1.958837
CRY_MFD_07,Courtenay_River_Estuary,Marine,Estuary,56.33333333,12.43,8.87,12.44,5.136666667,5.58,3.756666667,32,4.466666667,2.263333333,14,11.13214012,8.003716121,10.8278455,4.351941918,4.786542276,3.65973876,32,4.41234927,2.135549257
CRY_MFD_08,Courtenay_River_Estuary,Marine,Estuary,63.32,15.16666667,10.98,15.05333333,6.993333333,7.49,4.093333333,32,4.693333333,2.666666667,12,12.2562909,9.037408467,11.43817004,5.233633435,5.710716911,3.875978103,32,4.57152971,2.380118262
CRY_MFD_09,Courtenay_River_Estuary,Marine,Estuary,58.26666667,13.18666667,8.303333333,12.09666667,5.42,5.723333333,3.583333333,32,4.67,2.246666667,14,11.44259533,7.139216228,9.930244469,4.365482509,4.657080421,3.453081071,32,4.597007979,2.074949713
CRY_MFD_10,Courtenay_River_Estuary,Marine,Estuary,59.96666667,14.01666667,9.53,13.08333333,5.26,5.28,3.766666667,32,4.7,2.4,15,11.88023698,8.10399506,10.42953781,3.96825096,3.973875459,3.607111955,32,4.61058719,2.189652413
CRY_MFD_11,Courtenay_River_Estuary,Marine,Estuary,67.83,14.87666667,11.35666667,16.56,7.116666667,7.64,3.53,32,4.62,2.556666667,13,10.92538728,8.719302115,11.65186395,4.727605426,5.224351587,3.234907095,32,4.454632988,2.167633463
CRY_MFD_12,Courtenay_River_Estuary,Marine,Estuary,63.42666667,14.52,10.87333333,15.71333333,7.463333333,7.38,3.436666667,32,4.53,2.443333333,15,11.58500567,8.914309619,12.06758975,5.688748318,5.585666142,3.217472852,32,4.407166053,2.154361045
CRY_MFD_13,Courtenay_River_Estuary,Marine,Estuary,67.12666667,14.64333333,11.28666667,16.11,8.006666667,8.556666667,3.493333333,32,4.47,2.37,18,10.85438259,8.757651787,11.40350272,5.715754164,6.240259262,3.210363598,32,4.311426687,1.996949274
CRY_MFD_14,Courtenay_River_Estuary,Marine,Estuary,63.16,15.09333333,10.28666667,13.92666667,6.92,7.216666667,4.203333333,32,4.783333333,2.573333333,19,12.21988541,8.368723404,10.35737381,5.182627777,5.459959731,3.988735981,32,4.663075196,2.290420752
CRY_MFD_15,Courtenay_River_Estuary,Marine,Estuary,60.29333333,14.65666667,9.966666667,13.76666667,6.396666667,6.373333333,3.74,32,4.563333333,2.623333333,15,12.44484263,8.490338183,11.01921902,5.059331958,5.021115813,3.574814622,32,4.470765155,2.405562605
CRY_MFD_16,Courtenay_River_Estuary,Marine,Estuary,60.2,13.42333333,8.32,12.31666667,5.806666667,6.426666667,2.95,32,4.713333333,2.24,16,11.23305054,6.858049671,9.59597677,4.482356435,5.087618569,2.786423384,32,4.621666689,2.024350169
CRY_MFD_17,Courtenay_River_Estuary,Marine,Estuary,62.17666667,14.15,9.403333333,13.62333333,6.07,6.506666667,4.103333333,32,4.93,2.29,14,11.50350446,7.636874207,10.33595249,4.469849947,4.888709007,3.905685437,32,4.819240163,2.029432589
CRY_MFD_18,Courtenay_River_Estuary,Marine,Estuary,58.44666667,12.99666667,9.066666667,14.85333333,5.603333333,6.14,3.133333333,32,4.51,2.17,15,11.21105151,7.874820262,12.63530689,4.523697207,5.048348916,2.999978459,32,4.435269308,1.994192744
CRY_MFD_19,Courtenay_River_Estuary,Marine,Estuary,61.04,13.73333333,10.10333333,13.84,6.85,6.523333333,3.703333333,32,4.403333333,2.673333333,14,11.34917935,8.5119796,10.87849034,5.408469473,5.06576043,3.525277859,32,4.303552887,2.438595424
CRY_MFD_20,Courtenay_River_Estuary,Marine,Estuary,60.31,13.19,10.13666667,13.78333333,6.773333333,7.216666667,3.906666667,32,4.6,2.323333333,15,10.97432931,8.657770658,11.03110751,5.433672824,5.862097464,3.74119401,32,4.507270834,2.105183873
CRY_MFD_21,Courtenay_River_Estuary,Marine,Estuary,57.18,12.75,9.886666667,12.76666667,6.616666667,6.51,3.37,32,4.313333333,2.366666667,17,11.25673028,8.889952375,10.91178114,5.713791303,5.597076797,3.258478324,32,4.250837739,2.21964302
CRY_MFD_22,Courtenay_River_Estuary,Marine,Estuary,61.62666667,13.90333333,10.79666667,14.70333333,6.75,7.466666667,3.5,32,4.226666667,2.33,16,11.38377725,9.114935961,11.57363209,5.22660133,5.926314534,3.311832308,32,4.121219438,2.081930735
CRY_MFD_23,Courtenay_River_Estuary,Marine,Estuary,61.57333333,13.66666667,8.796666667,12.86666667,5.736666667,6.12,3.903333333,32,4.88,2.27,18,11.15941988,7.123152048,9.752255577,4.220710557,4.587173253,3.716084934,32,4.775067934,2.023142677
CRY_MFD_24,Courtenay_River_Estuary,Marine,Estuary,62.87333333,13.89333333,8.926666667,14.09,5.86,6.81,3.743333333,32,4.37,2.176666667,15,11.0860478,7.05288488,10.60289166,4.162631529,5.093742006,3.533677178,32,4.252510859,1.900268271
CRY_MFD_25,Courtenay_River_Estuary,Marine,Estuary,65.89666667,14.6,9.51,15.35,6.266666667,7.116666667,3.786666667,32,4.44,2.386666667,15,11.09493206,7.170468669,10.99613165,4.147398167,4.973813441,3.524898116,32,4.293307611,2.041566341
CRY_MFD_26,Courtenay_River_Estuary,Marine,Estuary,65.81666667,15.43666667,10.46666667,14.27666667,6.373333333,7.003333333,3.94,32,4.86,2.723333333,17,11.95006266,8.139459472,9.945733536,4.26522867,4.871768183,3.679610388,32,4.714080354,2.380050919
CRY_MFD_27,Courtenay_River_Estuary,Marine,Estuary,67.48666667,14.68333333,10.20666667,15.10333333,6.863333333,8.233333333,3.54,32,4.546666667,2.316666667,16,10.81129494,7.622193187,10.29362758,4.522183561,5.866129582,3.25082504,32,4.38461601,1.935435336
CRY_MFD_28,Courtenay_River_Estuary,Marine,Estuary,56.56,12.5,8.313333333,13.23333333,5.053333333,5.91,3.406666667,32,4.69,2.036666667,20,11.14982567,7.412131075,11.55619572,4.23697771,5.084559392,3.305831767,32,4.633493165,1.90373184
CRY_MFD_29,Courtenay_River_Estuary,Marine,Estuary,63.69,14.67333333,9.966666667,13.73666667,6.45,6.476666667,3.77,32,5.123333333,2.676666667,19,11.67756192,7.967076017,10.01542801,4.638667353,4.645176223,3.546267178,32,4.997955773,2.381710418
CRY_MFD_30,Courtenay_River_Estuary,Marine,Estuary,60.77666667,14.1,10.08,13.12,6.496666667,6.496666667,4.13,32,4.673333333,2.603333333,13,11.7766231,8.529213209,10.23398542,5.091883772,5.076250349,3.956483533,32,4.576096499,2.374579385
CRY_MFD_31,Courtenay_River_Estuary,Marine,Estuary,67.29333333,14.93,10.39,15.76666667,8.183333333,7.373333333,3.666666667,32,4.67,2.47,15,11.10258275,7.83530984,11.01238769,5.869162836,5.033409102,3.380824143,32,4.509816806,2.093161957
CRY_MFD_32,Courtenay_River_Estuary,Marine,Estuary,58.28333333,12.96666667,8.22,12.68666667,5.67,6.103333333,3.526666667,32,4.663333333,2.24,16,11.21874868,7.053315368,10.5154663,4.61315671,5.03472874,3.396127126,32,4.590180324,2.067904315
CRY_MFD_33,Courtenay_River_Estuary,Marine,Estuary,63.76666667,14.71666667,10.17666667,15.87666667,7.476666667,7.573333333,3.466666667,32,4.376666667,2.403333333,18,11.70320067,8.165265391,12.13344843,5.654635342,5.731025149,3.241612362,32,4.250548562,2.106634918
CRY_MFD_34,Courtenay_River_Estuary,Marine,Estuary,59.14,13.76666667,9.32,13.39,5.386666667,NA,4.043333333,32,4.703333333,2.41,16,11.82103085,8.021344439,10.9732017,4.210277283,,3.898027656,32,4.621905534,2.218437505
CRY_MFD_35,Courtenay_River_Estuary,Marine,Estuary,58.95666667,12.7,9.31,12.34,6.336666667,6.456666667,3.75,32,4.623333333,2.116666667,17,10.79667733,8.039587244,9.975761568,5.185861076,5.293054094,3.607854391,32,4.543676404,1.929270221
CRY_MFD_36,Courtenay_River_Estuary,Marine,Estuary,64.45,14.95,9.536666667,14.22333333,6.746666667,6.883333333,4.156666667,32,4.78,2.556666667,21,11.77882133,7.419996749,10.28421012,4.829277563,4.944606161,3.919833926,32,4.647281381,2.244440252
CRY_MFD_37,Courtenay_River_Estuary,Marine,Estuary,56.56,12.93333333,8.913333333,12.23,5.933333333,6.523333333,3.363333333,32,4.24,2.396666667,19,11.583159,8.012131075,10.55286239,5.11697771,5.697892725,3.262498433,32,4.183493165,2.26373184
CRY_MFD_38,Courtenay_River_Estuary,Marine,Estuary,57.75,12.95333333,9.08,12.40666667,5.423333333,6.02,3.61,32,4.673333333,2.2,17,11.32850816,7.995476258,10.38836773,4.440915626,5.026649251,3.488653385,32,4.605331945,2.040023729
CRY_MFD_39,Courtenay_River_Estuary,Marine,Estuary,63.24333333,14.56666667,8.61,13.74333333,6.073333333,6.56,3.853333333,32,5.023333333,2.51,18,11.6739855,6.679219095,10.15014962,4.324332113,4.791534652,3.637299586,32,4.902270255,2.225193761
CRY_MFD_40,Courtenay_River_Estuary,Marine,Estuary,65.05,14.56666667,10.1,13.76666667,6.266666667,6.81,3.626666667,32,4.513333333,2.39,17,11.25700858,7.890899081,9.655529349,4.265548782,4.786612253,3.379491885,32,4.374819141,2.064139244
ENG_09,Englishman_River_Estuary,Marine,Estuary,56.35,12.84333333,8.056666667,11.42,5.426666667,5.966666667,3.34,32,4.446666667,2.296666667,16,11.82725435,7.168530731,9.628391221,4.776078969,5.12999774,3.201333893,32,4.277671602,2.2489342
ENG_11,Englishman_River_Estuary,Marine,Estuary,58.65333333,13.35,8.693333333,14.46666667,5.536666667,5.77,3.253333333,32,4.863333333,2.246666667,18,11.91896206,7.4424894,11.94337842,4.620383875,4.591641814,3.058037037,32,4.625321962,2.179440621
ENG_12,Englishman_River_Estuary,Marine,Estuary,60.72333333,13.7,9.59,13.88,6.55,7.116666667,3.623333333,32,4.52,2.263333333,17,11.89603945,8.013191282,10.69915321,5.394937681,5.631233183,3.377143625,32,4.219963845,2.178588456
ENG_13,Englishman_River_Estuary,Marine,Estuary,60.09666667,13.38333333,9.516666667,13.54666667,6.013333333,6.376666667,3.11,32,4.48,2.126666667,18,11.69227045,8.038539719,10.56488752,4.930558535,4.984196396,2.879217637,32,4.198741074,2.047225397
ENG_14,Englishman_River_Estuary,Marine,Estuary,60.08666667,13.45,10.20333333,13.73333333,6.173333333,6.823333333,3.446666667,32,4.726666667,2.276666667,23,11.76073868,8.726781091,10.75473079,5.091712059,5.432346518,3.216130166,32,4.445707378,2.197310029
ENG_16,Englishman_River_Estuary,Marine,Estuary,53.7,12.40666667,8.5,10.97666667,5.633333333,6.026666667,3.643333333,32,4.446666667,2.193333333,21,11.86800069,8.029161977,10.02685989,5.288429571,5.583113459,3.569820627,32,4.357075312,2.168028355
ENG_17,Englishman_River_Estuary,Marine,Estuary,50.74,12.13666667,7.78,10.96666667,4.806666667,4.923333333,3.183333333,32,4.696666667,2.113333333,20,12.13126199,7.775275873,10.95713684,4.803206094,4.918882966,3.182595747,32,4.695767757,2.113079437
ENG_18,Englishman_River_Estuary,Marine,Estuary,63.33,14.1,9.95,14.95666667,6.703333333,6.983333333,3.67,32,4.89,2.256666667,23,11.82643321,7.962717108,10.9477832,5.247585682,5.111212437,3.359722293,32,4.511858561,2.14986104
ENG_19,Englishman_River_Estuary,Marine,Estuary,59.78333333,13.64666667,9.196666667,13.42666667,6.4,7.266666667,3.403333333,32,4.746666667,2.25,20,12.01205262,7.767880605,10.54442134,5.353368964,5.920678004,3.180254643,32,4.474796356,2.173210534
ENG_20,Englishman_River_Estuary,Marine,Estuary,59.89333333,14.16,9.81,13.5,6.236666667,6.593333333,3.83,32,4.996666667,2.503333333,20,12.50556881,8.363892138,10.58281195,5.177346863,5.231026659,3.604216829,32,4.721500353,2.425612915
ENG_21,Englishman_River_Estuary,Marine,Estuary,57.63,12.88666667,8.873333333,13.03666667,5.513333333,5.81,3.746666667,32,4.79,2.25,19,11.63998821,7.783634631,10.83845164,4.715094526,4.783448764,3.576530238,32,4.582651445,2.191434632
ENG_22,Englishman_River_Estuary,Marine,Estuary,58.89666667,13.25333333,9.166666667,14.24666667,5.44,6.273333333,3.4,32,4.623333333,2.156666667,19,11.77845746,7.877504811,11.64608088,4.495648116,5.058877727,3.198721065,32,4.378030804,2.087381242
ENG_23,Englishman_River_Estuary,Marine,Estuary,53.27,12.22333333,8.4,11.78666667,5.453333333,5.106666667,3.3,32,4.203333333,2.346666667,20,11.76213436,7.996874469,10.97345417,5.158031115,4.726902048,3.237059356,32,4.126626353,2.325000866
ENG_24,Englishman_River_Estuary,Marine,Estuary,56.01,12.53333333,8.246666667,13.22666667,5.85,5.35,3.383333333,32,4.25,2.183333333,15,11.57850734,7.412070841,11.54306268,5.238632128,4.563768562,3.25302653,32,4.091192581,2.138478355
ENG_25,Englishman_River_Estuary,Marine,Estuary,58.64666667,13.36666667,8.686666667,12.25,5.223333333,5.42,3.656666667,32,4.613333333,2.16,19,11.93682976,7.436872539,9.728829488,4.307819556,4.242630783,3.461534279,32,4.37552172,2.092830375
ENG_26,Englishman_River_Estuary,Marine,Estuary,53.62666667,12.38,8.786666667,12.25666667,5.403333333,5.636666667,3.386666667,32,4.7,2.126666667,20,11.85454545,8.32737651,11.33015504,5.066888749,5.203992133,3.314956948,32,4.61260598,2.101982324
ENG_27,Englishman_River_Estuary,Marine,Estuary,54.83666667,12.93666667,9.776666667,12.53,5.953333333,6.593333333,3.503333333,32,4.596666667,2.223333333,18,12.19322354,9.126836709,11.2191184,5.47731231,5.981160678,3.401874326,32,4.473016614,2.188408513
ENG_28,Englishman_River_Estuary,Marine,Estuary,56.52,12.83666667,8.683333333,12.59,5.583333333,6.17,3.246666667,32,4.543333333,2.026666667,20,11.7899612,7.768427342,10.74438883,4.913135722,5.308112329,3.103820908,32,4.369244445,1.977495455
ENG_29,Englishman_River_Estuary,Marine,Estuary,56.16666667,12.68666667,9.563333333,12.97,5.65,6.193333333,3.16,32,4.476666667,2.3,22,11.70361626,8.704067063,11.23662909,5.020560247,5.383861091,3.025841361,32,4.31316494,2.25381912
ENG_30,Englishman_River_Estuary,Marine,Estuary,58.46666667,13.12333333,7.54,12.53666667,4.943333333,5.583333333,3.6,32,4.713333333,2.31,21,11.72592448,6.318550636,10.07267516,4.048582994,4.432666316,3.409293126,32,4.480915179,2.244353752
ENG_31,Englishman_River_Estuary,Marine,Estuary,56.90333333,12.69,9.486666667,11.55333333,6.1,6.423333333,3.286666667,32,4.703333333,2.336666667,20,11.57423479,8.511396828,9.585952059,5.385583958,5.504579867,3.134396202,32,4.517758374,2.284251227
ENG_32,Englishman_River_Estuary,Marine,Estuary,54.01666667,12.23,7.46,11.17,4.993333333,5.546666667,3.28,32,4.503333333,2.23,21,11.63428467,6.939296188,10.11960053,4.611901302,5.056137367,3.198701668,32,4.404253484,2.202015007
ENG_33,Englishman_River_Estuary,Marine,Estuary,55.89333333,12.94333333,8.506666667,12.94,5.676666667,6.133333333,3.593333333,32,4.573333333,2.253333333,19,12.00952552,7.690442447,11.29345647,5.078756578,5.364408877,3.465894919,32,4.418021675,2.209465729
